1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
9515, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
9516, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
9517, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
9518, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
9519, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
9520, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
9521, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
9522, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
9523, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
9524, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
9525, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
9526, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
9527, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
9528, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
9529, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
9530, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
9531, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
9532, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
9533, river, minecraft:frozen_river, MONSTER, thermal:blizz, 10, 1, 3
9534, river, minecraft:frozen_river, MONSTER, dungeons_mobs:iceologer, 10, 1, 1
9535, river, minecraft:frozen_river, MONSTER, dungeons_mobs:wraith, 10, 1, 1
9536, river, minecraft:frozen_river, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
9537, river, minecraft:frozen_river, MONSTER, dungeons_mobs:illusioner, 10, 1, 1
9538, river, minecraft:frozen_river, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
9539, river, minecraft:frozen_river, MONSTER, geode:redstonegeode, 30, 1, 1
9540, river, minecraft:frozen_river, MONSTER, geode:quartzgeode, 45, 1, 1
9541, river, minecraft:frozen_river, MONSTER, geode:lapisgeode, 35, 1, 1
9542, river, minecraft:frozen_river, MONSTER, geode:irongeode, 40, 1, 1
9543, river, minecraft:frozen_river, MONSTER, geode:goldgeode, 35, 1, 1
9544, river, minecraft:frozen_river, MONSTER, geode:glowstonegeode, 45, 1, 1
9545, river, minecraft:frozen_river, MONSTER, geode:emeraldgeode, 45, 1, 1
9546, river, minecraft:frozen_river, MONSTER, geode:diamondgeode, 25, 1, 1
9547, river, minecraft:frozen_river, MONSTER, geode:coalgeode, 50, 1, 1
9548, river, minecraft:frozen_river, MONSTER, mowziesmobs:grottol, 10, 1, 1
9549, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9550, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9551, river, minecraft:frozen_river, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
9552, river, minecraft:frozen_river, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
9553, river, minecraft:frozen_river, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
9554, river, minecraft:frozen_river, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
9555, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
9556, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9557, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
9558, river, minecraft:frozen_river, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9559, river, minecraft:frozen_river, CREATURE, betteranimalsplus:goose, 15, 2, 5
9560, river, minecraft:frozen_river, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
9561, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
9562, river, minecraft:frozen_river, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
9563, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
9564, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9565, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
9566, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9567, river, minecraft:frozen_river, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
9568, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
9569, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
9570, river, minecraft:frozen_river, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
9571, river, minecraft:frozen_river, WATER_AMBIENT, upgrade_aquatic:pike, 11, 1, 2
9572, river, minecraft:frozen_river, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
9573, river, minecraft:frozen_river, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
9574, icy, minecraft:snowy_tundra, MONSTER, minecraft:spider, 80, 4, 4
9575, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie, 68, 4, 4
9576, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
9577, icy, minecraft:snowy_tundra, MONSTER, minecraft:skeleton, 18, 4, 4
9578, icy, minecraft:snowy_tundra, MONSTER, minecraft:creeper, 80, 4, 4
9579, icy, minecraft:snowy_tundra, MONSTER, minecraft:slime, 80, 4, 4
9580, icy, minecraft:snowy_tundra, MONSTER, minecraft:enderman, 5, 1, 4
9581, icy, minecraft:snowy_tundra, MONSTER, minecraft:witch, 5, 1, 1
9582, icy, minecraft:snowy_tundra, MONSTER, minecraft:stray, 80, 4, 4
9583, icy, minecraft:snowy_tundra, MONSTER, thermal:blizz, 10, 1, 3
9584, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:iceologer, 10, 1, 1
9585, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:wraith, 10, 1, 1
9586, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
9587, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:illusioner, 10, 1, 1
9588, icy, minecraft:snowy_tundra, MONSTER, geode:redstonegeode, 30, 1, 1
9589, icy, minecraft:snowy_tundra, MONSTER, geode:quartzgeode, 45, 1, 1
9590, icy, minecraft:snowy_tundra, MONSTER, geode:lapisgeode, 35, 1, 1
9591, icy, minecraft:snowy_tundra, MONSTER, geode:irongeode, 40, 1, 1
9592, icy, minecraft:snowy_tundra, MONSTER, geode:goldgeode, 35, 1, 1
9593, icy, minecraft:snowy_tundra, MONSTER, geode:glowstonegeode, 45, 1, 1
9594, icy, minecraft:snowy_tundra, MONSTER, geode:emeraldgeode, 45, 1, 1
9595, icy, minecraft:snowy_tundra, MONSTER, geode:diamondgeode, 25, 1, 1
9596, icy, minecraft:snowy_tundra, MONSTER, geode:coalgeode, 50, 1, 1
9597, icy, minecraft:snowy_tundra, MONSTER, mowziesmobs:grottol, 10, 1, 1
9598, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9599, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9600, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
9601, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
9602, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:frozen_zombie, 16, 4, 4
9603, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:icy_creeper, 19, 4, 4
9604, icy, minecraft:snowy_tundra, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
9605, icy, minecraft:snowy_tundra, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9606, icy, minecraft:snowy_tundra, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
9607, icy, minecraft:snowy_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
9608, icy, minecraft:snowy_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
9609, icy, minecraft:snowy_tundra, CREATURE, alexsmobs:moose, 10, 3, 4
9610, icy, minecraft:snowy_tundra, CREATURE, alexsmobs:moose, 10, 3, 4
9611, icy, minecraft:snowy_tundra, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9612, icy, minecraft:snowy_tundra, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
9613, icy, minecraft:snowy_tundra, AMBIENT, minecraft:bat, 10, 8, 8
9614, icy, minecraft:snowy_tundra, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
9615, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:fly, 10, 2, 3
9616, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9617, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:fly, 10, 2, 3
9618, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9619, icy, minecraft:snowy_mountains, MONSTER, minecraft:spider, 80, 4, 4
9620, icy, minecraft:snowy_mountains, MONSTER, minecraft:zombie, 68, 4, 4
9621, icy, minecraft:snowy_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
9622, icy, minecraft:snowy_mountains, MONSTER, minecraft:skeleton, 18, 4, 4
9623, icy, minecraft:snowy_mountains, MONSTER, minecraft:creeper, 80, 4, 4
9624, icy, minecraft:snowy_mountains, MONSTER, minecraft:slime, 80, 4, 4
9625, icy, minecraft:snowy_mountains, MONSTER, minecraft:enderman, 5, 1, 4
9626, icy, minecraft:snowy_mountains, MONSTER, minecraft:witch, 5, 1, 1
9627, icy, minecraft:snowy_mountains, MONSTER, minecraft:stray, 80, 4, 4
9628, icy, minecraft:snowy_mountains, MONSTER, thermal:blizz, 10, 1, 3
9629, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:iceologer, 10, 1, 1
9630, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:wraith, 10, 1, 1
9631, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
9632, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:mountaineer, 10, 1, 4
9633, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:windcaller, 10, 1, 1
9634, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:illusioner, 10, 1, 1
9635, icy, minecraft:snowy_mountains, MONSTER, geode:redstonegeode, 30, 1, 1
9636, icy, minecraft:snowy_mountains, MONSTER, geode:quartzgeode, 45, 1, 1
9637, icy, minecraft:snowy_mountains, MONSTER, geode:lapisgeode, 35, 1, 1
9638, icy, minecraft:snowy_mountains, MONSTER, geode:irongeode, 40, 1, 1
9639, icy, minecraft:snowy_mountains, MONSTER, geode:goldgeode, 35, 1, 1
9640, icy, minecraft:snowy_mountains, MONSTER, geode:glowstonegeode, 45, 1, 1
9641, icy, minecraft:snowy_mountains, MONSTER, geode:emeraldgeode, 45, 1, 1
9642, icy, minecraft:snowy_mountains, MONSTER, geode:diamondgeode, 25, 1, 1
9643, icy, minecraft:snowy_mountains, MONSTER, geode:coalgeode, 50, 1, 1
9644, icy, minecraft:snowy_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
9645, icy, minecraft:snowy_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9646, icy, minecraft:snowy_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9647, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
9648, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
9649, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:armored_mountaineer, 10, 1, 4
9650, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:frozen_zombie, 16, 4, 4
9651, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:icy_creeper, 19, 4, 4
9652, icy, minecraft:snowy_mountains, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
9653, icy, minecraft:snowy_mountains, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9654, icy, minecraft:snowy_mountains, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
9655, icy, minecraft:snowy_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
9656, icy, minecraft:snowy_mountains, CREATURE, minecraft:polar_bear, 10, 1, 2
9657, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
9658, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
9659, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
9660, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
9661, icy, minecraft:snowy_mountains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9662, icy, minecraft:snowy_mountains, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
9663, icy, minecraft:snowy_mountains, CREATURE, betteranimalsplus:goat, 10, 1, 4
9664, icy, minecraft:snowy_mountains, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
9665, icy, minecraft:snowy_mountains, AMBIENT, minecraft:bat, 10, 8, 8
9666, icy, minecraft:snowy_mountains, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
9667, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
9668, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9669, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
9670, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9671, mushroom, minecraft:mushroom_fields, MONSTER, geode:redstonegeode, 30, 1, 1
9672, mushroom, minecraft:mushroom_fields, MONSTER, geode:quartzgeode, 45, 1, 1
9673, mushroom, minecraft:mushroom_fields, MONSTER, geode:lapisgeode, 35, 1, 1
9674, mushroom, minecraft:mushroom_fields, MONSTER, geode:irongeode, 40, 1, 1
9675, mushroom, minecraft:mushroom_fields, MONSTER, geode:goldgeode, 35, 1, 1
9676, mushroom, minecraft:mushroom_fields, MONSTER, geode:glowstonegeode, 45, 1, 1
9677, mushroom, minecraft:mushroom_fields, MONSTER, geode:emeraldgeode, 45, 1, 1
9678, mushroom, minecraft:mushroom_fields, MONSTER, geode:diamondgeode, 25, 1, 1
9679, mushroom, minecraft:mushroom_fields, MONSTER, geode:coalgeode, 50, 1, 1
9680, mushroom, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
9681, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
9682, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
9683, mushroom, minecraft:mushroom_fields, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9684, mushroom, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
9685, mushroom, minecraft:mushroom_fields, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
9686, mushroom, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
9687, mushroom, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
9688, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:redstonegeode, 30, 1, 1
9689, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:quartzgeode, 45, 1, 1
9690, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:lapisgeode, 35, 1, 1
9691, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:irongeode, 40, 1, 1
9692, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:goldgeode, 35, 1, 1
9693, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:glowstonegeode, 45, 1, 1
9694, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:emeraldgeode, 45, 1, 1
9695, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:diamondgeode, 25, 1, 1
9696, mushroom, minecraft:mushroom_field_shore, MONSTER, geode:coalgeode, 50, 1, 1
9697, mushroom, minecraft:mushroom_field_shore, CREATURE, minecraft:mooshroom, 10, 4, 8
9698, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:seal, 30, 3, 8
9699, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:mungus, 10, 3, 5
9700, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:seagull, 21, 3, 6
9701, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:seal, 30, 3, 8
9702, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:mungus, 10, 3, 5
9703, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:seagull, 21, 3, 6
9704, mushroom, minecraft:mushroom_field_shore, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9705, mushroom, minecraft:mushroom_field_shore, CREATURE, betteranimalsplus:crab, 10, 1, 3
9706, mushroom, minecraft:mushroom_field_shore, CREATURE, betteranimalsplus:horseshoecrab, 10, 1, 3
9707, mushroom, minecraft:mushroom_field_shore, AMBIENT, minecraft:bat, 10, 8, 8
9708, mushroom, minecraft:mushroom_field_shore, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
9709, mushroom, minecraft:mushroom_field_shore, AMBIENT, alexsmobs:fly, 10, 2, 3
9710, mushroom, minecraft:mushroom_field_shore, AMBIENT, alexsmobs:fly, 10, 2, 3
9711, mushroom, minecraft:mushroom_field_shore, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
9712, mushroom, minecraft:mushroom_field_shore, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
9713, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
9714, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
9715, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
9716, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
9717, beach, minecraft:beach, MONSTER, minecraft:creeper, 80, 4, 4
9718, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
9719, beach, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
9720, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
9721, beach, minecraft:beach, MONSTER, dungeons_mobs:wraith, 10, 1, 1
9722, beach, minecraft:beach, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
9723, beach, minecraft:beach, MONSTER, geode:redstonegeode, 30, 1, 1
9724, beach, minecraft:beach, MONSTER, geode:quartzgeode, 45, 1, 1
9725, beach, minecraft:beach, MONSTER, geode:lapisgeode, 35, 1, 1
9726, beach, minecraft:beach, MONSTER, geode:irongeode, 40, 1, 1
9727, beach, minecraft:beach, MONSTER, geode:goldgeode, 35, 1, 1
9728, beach, minecraft:beach, MONSTER, geode:glowstonegeode, 45, 1, 1
9729, beach, minecraft:beach, MONSTER, geode:emeraldgeode, 45, 1, 1
9730, beach, minecraft:beach, MONSTER, geode:diamondgeode, 25, 1, 1
9731, beach, minecraft:beach, MONSTER, geode:coalgeode, 50, 1, 1
9732, beach, minecraft:beach, MONSTER, mowziesmobs:grottol, 10, 1, 1
9733, beach, minecraft:beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9734, beach, minecraft:beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9735, beach, minecraft:beach, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
9736, beach, minecraft:beach, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
9737, beach, minecraft:beach, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9738, beach, minecraft:beach, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
9739, beach, minecraft:beach, CREATURE, minecraft:turtle, 10, 2, 5
9740, beach, minecraft:beach, CREATURE, alexsmobs:seal, 30, 3, 8
9741, beach, minecraft:beach, CREATURE, alexsmobs:seagull, 21, 3, 6
9742, beach, minecraft:beach, CREATURE, alexsmobs:seal, 30, 3, 8
9743, beach, minecraft:beach, CREATURE, alexsmobs:seagull, 21, 3, 6
9744, beach, minecraft:beach, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9745, beach, minecraft:beach, CREATURE, betteranimalsplus:crab, 10, 1, 3
9746, beach, minecraft:beach, CREATURE, betteranimalsplus:horseshoecrab, 10, 1, 3
9747, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
9748, beach, minecraft:beach, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
9749, beach, minecraft:beach, AMBIENT, alexsmobs:fly, 10, 2, 3
9750, beach, minecraft:beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9751, beach, minecraft:beach, AMBIENT, alexsmobs:fly, 10, 2, 3
9752, beach, minecraft:beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9753, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
9754, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
9755, desert, minecraft:desert_hills, MONSTER, minecraft:spider, 80, 4, 4
9756, desert, minecraft:desert_hills, MONSTER, minecraft:zombie, 17, 4, 4
9757, desert, minecraft:desert_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
9758, desert, minecraft:desert_hills, MONSTER, minecraft:skeleton, 80, 4, 4
9759, desert, minecraft:desert_hills, MONSTER, minecraft:creeper, 80, 4, 4
9760, desert, minecraft:desert_hills, MONSTER, minecraft:slime, 80, 4, 4
9761, desert, minecraft:desert_hills, MONSTER, minecraft:enderman, 5, 1, 4
9762, desert, minecraft:desert_hills, MONSTER, minecraft:witch, 5, 1, 1
9763, desert, minecraft:desert_hills, MONSTER, minecraft:husk, 80, 4, 4
9764, desert, minecraft:desert_hills, MONSTER, thermal:blitz, 10, 1, 3
9765, desert, minecraft:desert_hills, MONSTER, dungeons_mobs:wraith, 10, 1, 1
9766, desert, minecraft:desert_hills, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
9767, desert, minecraft:desert_hills, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
9768, desert, minecraft:desert_hills, MONSTER, geode:redstonegeode, 30, 1, 1
9769, desert, minecraft:desert_hills, MONSTER, geode:quartzgeode, 45, 1, 1
9770, desert, minecraft:desert_hills, MONSTER, geode:lapisgeode, 35, 1, 1
9771, desert, minecraft:desert_hills, MONSTER, geode:irongeode, 40, 1, 1
9772, desert, minecraft:desert_hills, MONSTER, geode:goldgeode, 35, 1, 1
9773, desert, minecraft:desert_hills, MONSTER, geode:glowstonegeode, 45, 1, 1
9774, desert, minecraft:desert_hills, MONSTER, geode:emeraldgeode, 45, 1, 1
9775, desert, minecraft:desert_hills, MONSTER, geode:diamondgeode, 25, 1, 1
9776, desert, minecraft:desert_hills, MONSTER, geode:coalgeode, 50, 1, 1
9777, desert, minecraft:desert_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
9778, desert, minecraft:desert_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9779, desert, minecraft:desert_hills, MONSTER, alexsmobs:guster, 35, 1, 2
9780, desert, minecraft:desert_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9781, desert, minecraft:desert_hills, MONSTER, alexsmobs:guster, 35, 1, 2
9782, desert, minecraft:desert_hills, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
9783, desert, minecraft:desert_hills, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
9784, desert, minecraft:desert_hills, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9785, desert, minecraft:desert_hills, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
9786, desert, minecraft:desert_hills, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
9787, desert, minecraft:desert_hills, CREATURE, minecraft:rabbit, 10, 2, 3
9788, desert, minecraft:desert_hills, CREATURE, alexsmobs:roadrunner, 10, 2, 2
9789, desert, minecraft:desert_hills, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
9790, desert, minecraft:desert_hills, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
9791, desert, minecraft:desert_hills, CREATURE, alexsmobs:roadrunner, 10, 2, 2
9792, desert, minecraft:desert_hills, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
9793, desert, minecraft:desert_hills, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
9794, desert, minecraft:desert_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9795, desert, minecraft:desert_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
9796, desert, minecraft:desert_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
9797, desert, minecraft:desert_hills, CREATURE, betteranimalsplus:coyote, 10, 1, 6
9798, desert, minecraft:desert_hills, AMBIENT, minecraft:bat, 10, 8, 8
9799, desert, minecraft:desert_hills, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
9800, desert, minecraft:desert_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
9801, desert, minecraft:desert_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9802, desert, minecraft:desert_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
9803, desert, minecraft:desert_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9804, forest, minecraft:wooded_hills, MONSTER, minecraft:spider, 80, 4, 4
9805, forest, minecraft:wooded_hills, MONSTER, minecraft:zombie, 80, 4, 4
9806, forest, minecraft:wooded_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
9807, forest, minecraft:wooded_hills, MONSTER, minecraft:skeleton, 80, 4, 4
9808, forest, minecraft:wooded_hills, MONSTER, minecraft:creeper, 80, 4, 4
9809, forest, minecraft:wooded_hills, MONSTER, minecraft:slime, 80, 4, 4
9810, forest, minecraft:wooded_hills, MONSTER, minecraft:enderman, 5, 1, 4
9811, forest, minecraft:wooded_hills, MONSTER, minecraft:witch, 5, 1, 1
9812, forest, minecraft:wooded_hills, MONSTER, dungeons_mobs:wraith, 10, 1, 1
9813, forest, minecraft:wooded_hills, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
9814, forest, minecraft:wooded_hills, MONSTER, geode:redstonegeode, 30, 1, 1
9815, forest, minecraft:wooded_hills, MONSTER, geode:quartzgeode, 45, 1, 1
9816, forest, minecraft:wooded_hills, MONSTER, geode:lapisgeode, 35, 1, 1
9817, forest, minecraft:wooded_hills, MONSTER, geode:irongeode, 40, 1, 1
9818, forest, minecraft:wooded_hills, MONSTER, geode:goldgeode, 35, 1, 1
9819, forest, minecraft:wooded_hills, MONSTER, geode:glowstonegeode, 45, 1, 1
9820, forest, minecraft:wooded_hills, MONSTER, geode:emeraldgeode, 45, 1, 1
9821, forest, minecraft:wooded_hills, MONSTER, geode:diamondgeode, 25, 1, 1
9822, forest, minecraft:wooded_hills, MONSTER, geode:coalgeode, 50, 1, 1
9823, forest, minecraft:wooded_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
